,index,img_path,caption,foil,linguistic_phenomena,clip_pred_caption,clip_pred_foil,clip_pred_diff,performance_group,Approval,Notes
10,249.0,../VALSE_data/images/coco2017/000000326542.jpg,a man riding skis down a snow covered slope.,A man riding skis up a snow covered slope.,relations,32.76383972167969,32.919891357421875,-0.1560516357421875,low_perf,Approve,
11,499.0,../VALSE_data/images/coco2017/000000197388.jpg,Four men ski down a snowy cliff in team clothing.,Four men ski over a snowy cliff in team clothing.,relations,28.99468231201172,29.357751846313477,-0.3630695343017578,low_perf,Reject,"The caption and oil are not clearly distinct, since the surface looks relatively flat and the men are traversing it."
12,65.0,../VALSE_data/images/coco2017/000000027620.jpg,The laptop was left open on the desk.,The laptop was left open under the desk.,relations,24.66832733154297,25.33880615234375,-0.6704788208007812,low_perf,Unsure,A laptop under the desk is highly unusual.
13,486.0,../VALSE_data/images/coco2017/000000424551.jpg,a person is going up a snow covered mountain,A person is going across a snow covered mountain,relations,26.612049102783203,28.95145034790039,-2.3394012451171875,low_perf,Reject,The distinction between up and across the mountian is not visually clear in the context of this photo.
14,179.0,../VALSE_data/images/coco2017/000000563702.jpg,A fire fire truck parked in a parking lot.,A fire fire truck parked beside a parking lot.,relations,22.391971588134766,23.63571548461914,-1.243743896484375,low_perf,Approve,
15,114.0,../VALSE_data/images/coco2017/000000488385.jpg,A black and white motorcycle parked on the sidewalk outside a store.,A black and white motorcycle parked on the sidewalk in a store.,relations,33.958927154541016,34.455440521240234,-0.49651336669921875,low_perf,Reject,A motorcycle parked on a sidewalk inside a store is highly implausible.
16,207.0,../VALSE_data/images/coco2017/000000119641.jpg,People are riding on elephants in a river.,People are riding on elephants beside a river.,relations,35.72700881958008,37.91563034057617,-2.1886215209960938,low_perf,Approve,
17,98.0,../VALSE_data/images/coco2017/000000259830.jpg,A scooter and bicycles are parked outside a local business.,A scooter and bicycles are parked in a local business.,relations,23.342988967895508,23.995622634887695,-0.6526336669921875,low_perf,Approve,
18,356.0,../VALSE_data/images/coco2017/000000567432.jpg,A red airplane jet flies over power lines in an empty sky.,A red airplane jet flies through power lines in an empty sky.,relations,32.59307098388672,33.155513763427734,-0.5624427795410156,low_perf,Reject,An airplane flying through (as opposed to over) power lines would be a dangerous and highly unlikely scenario.
19,357.0,../VALSE_data/images/coco2017/000000575187.jpg,A man feeding a giraffe through a metal fence,A man feeding a giraffe over a metal fence,relations,35.74000930786133,35.800994873046875,-0.060985565185546875,low_perf,Approve,
20,22.0,../VALSE_data/images/coco2017/000000289938.jpg,A hot dog vendor sits outside a famous building in the city.,A hot dog vendor sits in a famous building in the city.,relations,33.949588775634766,33.61914825439453,0.3304405212402344,medium_perf,Approve,
21,287.0,../VALSE_data/images/coco2017/000000312340.jpg,A black and white cat relaxes atop a bunch of leaves,A black and white cat relaxes behind a bunch of leaves,relations,30.78683853149414,30.611780166625977,0.17505836486816406,medium_perf,Unsure,The distinction between the caption and foil is somewhat ambiguous.
22,54.0,../VALSE_data/images/coco2017/000000411953.jpg,a guy plays guitar on the stage center,A guy plays guitar off the stage center,relations,27.207271575927734,26.907487869262695,0.29978370666503906,medium_perf,Unsure,The position of the man is not really visible enough to distinguish the two.
23,90.0,../VALSE_data/images/coco2017/000000338901.jpg,a brown white and black dog is laying on a gray couch,A brown white and black dog is laying behind a gray couch,relations,27.993812561035156,27.642698287963867,0.35111427307128906,medium_perf,Approve,
24,453.0,../VALSE_data/images/coco2017/000000005529.jpg,A person on skis is skiing down a snowy hill.,A person on skis is skiing up a snowy hill.,relations,29.881711959838867,29.7977294921875,0.08398246765136719,medium_perf,Approve,
25,450.0,../VALSE_data/images/coco2017/000000080273.jpg,A man snowboards down a snowy hill.,A man snowboards up a snowy hill.,relations,32.39181900024414,32.36363220214844,0.028186798095703125,medium_perf,Approve,
26,410.0,../VALSE_data/images/coco2017/000000379332.jpg,A tennis player is looking up to the sky.,A tennis player is looking down to the sky.,relations,28.902097702026367,28.901397705078125,0.0006999969482421875,medium_perf,Reject,"""Looking down to the sky"" does not make sense semantically"
27,192.0,../VALSE_data/images/coco2017/000000393093.jpg,The train is going over the busy urban bridge.,The train is going towards the busy urban bridge.,relations,30.99958610534668,30.816434860229492,0.1831512451171875,medium_perf,Approve,
28,312.0,../VALSE_data/images/coco2017/000000260106.jpg,A man on a horse during  a race jumps over a hurdle,A man on a horse during a race jumps down a hurdle,relations,27.8387451171875,27.555580139160156,0.28316497802734375,medium_perf,Reject,Horses generally jump over hurdles. it is not clear what jumping down a hurdle would mean.
29,241.0,../VALSE_data/images/coco2017/000000058539.jpg,"A man in a red hat, suit, and blue striped tie walks past two other men on a street.","A man in a red hat, suit, and blue striped tie walks toward two other men on a street.",relations,32.565025329589844,32.113407135009766,0.4516181945800781,medium_perf,Approve,
30,220.0,../VALSE_data/images/coco2017/000000021903.jpg,A man reaches out to give the elephant something.,A man reaches inside to give the elephant something.,relations,31.920686721801758,31.598302841186523,0.3223838806152344,medium_perf,Approve,
31,200.0,../VALSE_data/images/coco2017/000000296284.jpg,An assortment of doughnuts are arranged in a display case.,An assortment of doughnuts are arranged under a display case.,relations,33.265838623046875,33.185821533203125,0.08001708984375,medium_perf,Approve,
32,133.0,../VALSE_data/images/coco2017/000000412240.jpg,A puppy is sitting behind a pair of shoes.,A puppy is sitting on a pair of shoes.,relations,32.9254035949707,32.90057373046875,0.024829864501953125,medium_perf,Approve,
33,102.0,../VALSE_data/images/coco2017/000000478393.jpg,"Teddybear, kitten and calico cat are all taking a nap on the bed.","Teddybear, kitten and calico cat are all taking a nap beside the bed.",relations,35.75308609008789,35.40779113769531,0.3452949523925781,medium_perf,Approve,
34,432.0,../VALSE_data/images/coco2017/000000038118.jpg,The man is skiing down the snowy hill.,The man is skiing up the snowy hill.,relations,27.185935974121094,27.180402755737305,0.0055332183837890625,medium_perf,Reject,Direction of travel (up or down) is ambiguous in the photo
35,350.0,../VALSE_data/images/coco2017/000000063154.jpg,A surfer paddles over a wave in clear blue water.,A surfer paddles around a wave in clear blue water.,relations,29.056459426879883,28.89876365661621,0.15769577026367188,medium_perf,Reject,"You can't really paddle around a wave, so the foil is not semantically plausible"
36,209.0,../VALSE_data/images/coco2017/000000164885.jpg,A skier flies over a mogul on the slope.,A skier flies to a mogul on the slope.,relations,31.61185646057129,31.273155212402344,0.3387012481689453,medium_perf,Approve,
37,228.0,../VALSE_data/images/coco2017/000000538236.jpg,Troisgros are piled up for sale at a busy market.,Troisgros are piled down for sale at a busy market.,relations,24.941762924194336,24.728904724121094,0.2128582000732422,medium_perf,Reject,"""Piled down for sale"" is not semantically valid"
38,510.0,../VALSE_data/images/coco2017/000000107087.jpg,A black cat looks out from the inside of a car.,A black cat looks in from the inside of a car.,relations,36.679115295410156,36.24141311645508,0.4377021789550781,medium_perf,Reject,Looking in from the inside of a car is not semantically valid or is at least quite confusing
39,346.0,../VALSE_data/images/coco2017/000000378244.jpg,A person skis through some trees down a hill,A person skis over some trees down a hill,relations,29.6845760345459,29.548948287963867,0.13562774658203125,medium_perf,Reject,Skiing over trees is not generally possible
40,251.0,../VALSE_data/images/coco2017/000000272364.jpg,Four tall giraffe are looking up to eat from a feeder.,Four tall giraffe are looking down to eat from a feeder.,relations,33.295310974121094,32.76425552368164,0.5310554504394531,high_perf,Approve,
41,476.0,../VALSE_data/images/coco2017/000000544605.jpg,A street sign is pictured against a cement wall.,A street sign is pictured above a cement wall.,relations,32.35770034790039,31.6778564453125,0.6798439025878906,high_perf,Approve,
42,177.0,../VALSE_data/images/coco2017/000000142238.jpg,A group of people are holding other people on a soccer field.,A group of people are holding other people outside a soccer field.,relations,27.543865203857422,25.69747543334961,1.8463897705078125,high_perf,Reject,This is not a soccer field but a rugby field.
43,32.0,../VALSE_data/images/coco2017/000000239274.jpg,A pontoon boat ferry full of passengers pushes off from shore.,A pontoon boat ferry full of passengers pushes in from shore.,relations,27.477689743041992,26.92205238342285,0.5556373596191406,high_perf,Reject,"Unclear how to distinguish ""pushing in from shore"" from ""pushing off from shore"". The former is also not very meaningful."
44,12.0,../VALSE_data/images/coco2017/000000033368.jpg,A tennis player is standing on the court.,A tennis player is standing off the court.,relations,33.191585540771484,30.24152183532715,2.950063705444336,high_perf,Approve,
45,29.0,../VALSE_data/images/coco2017/000000273711.jpg,there are many different types of food gathered on the table,There are many different types of food gathered under the table,relations,29.740154266357422,29.128114700317383,0.6120395660400391,high_perf,Unsure,Food being gathered under the table is highly unlikely.
46,143.0,../VALSE_data/images/coco2017/000000078426.jpg,A black cat is sitting on a desk.,A black cat is sitting behind a desk.,relations,31.0606689453125,29.977771759033203,1.0828971862792969,high_perf,Approve,
47,4.0,../VALSE_data/images/coco2017/000000482436.jpg,The woman in the diner and the man looking into the window are making eye contact.,The woman outside the diner and the man looking into the window are making eye contact.,relations,29.805805206298828,28.846433639526367,0.9593715667724609,high_perf,Reject,"If the woman is outside and the man is looking inside, it would be implausible that they are making eye contact."
48,247.0,../VALSE_data/images/coco2017/000000376307.jpg,The two women sit near the blender next to a table covered in fruit.,The two women sit in the blender next to a table covered in fruit.,relations,30.32184410095215,29.552730560302734,0.7691135406494141,high_perf,Reject,Women cannot sit in a blender.
49,402.0,../VALSE_data/images/coco2017/000000112997.jpg,a person is holding up an old cellphone,A person is holding down an old cellphone,relations,25.873863220214844,24.99628448486328,0.8775787353515625,high_perf,Reject,"""Holding down"" a cellphone is not meaningful."
50,198.0,../VALSE_data/images/coco2017/000000177383.jpg,A train engine is on the railroad tracks.,A train engine is behind the railroad tracks.,relations,26.7095890045166,25.969745635986328,0.7398433685302734,high_perf,Approve,
51,528.0,../VALSE_data/images/coco2017/000000458223.jpg,A man with a bike walks towards a red lighthouse.,A man with a bike walks past a red lighthouse.,relations,25.499860763549805,24.80000114440918,0.699859619140625,high_perf,Approve,
52,14.0,../VALSE_data/images/coco2017/000000320554.jpg,A black cat sits beneath a bench in the sun.,A black cat sits on a bench in the sun.,relations,31.471593856811523,30.45650291442871,1.0150909423828125,high_perf,Approve,
53,380.0,../VALSE_data/images/coco2017/000000333745.jpg,A woman with an umbrella is walking past a bus.,A woman with an umbrella is walking toward a bus.,relations,33.293087005615234,31.835857391357422,1.4572296142578125,high_perf,Approve,
54,203.0,../VALSE_data/images/coco2017/000000181542.jpg,A woman in white crosses the road against the flow of motorcycle traffic.,A woman in white crosses the road in the flow of motorcycle traffic.,relations,35.533870697021484,35.017127990722656,0.5167427062988281,high_perf,Reject,Neither caption is clearly more correct than the other in the context of the photo 
55,464.0,../VALSE_data/images/coco2017/000000257169.jpg,A person is holding up a hair dryer in the bathroom.,A person is holding down a hair dryer in the bathroom.,relations,31.56348991394043,29.09823226928711,2.4652576446533203,high_perf,Reject,"""Holding down a hair dryer"" does not really make sense"
56,511.0,../VALSE_data/images/coco2017/000000171757.jpg,A group of people standing inside of a living room.,A group of people standing out of a living room.,relations,28.21067237854004,25.653575897216797,2.557096481323242,high_perf,Reject,"It's not clear what standing ""out of a living room"" would entail semantically"
57,385.0,../VALSE_data/images/coco2017/000000393469.jpg,A man knees down on the side of a snow filled mountainside.,A man knees up on the side of a snow filled mountainside.,relations,27.92365074157715,27.0555419921875,0.8681087493896484,high_perf,Reject,"""Kneeing up"" does not make sense for a human to do"
58,10.0,../VALSE_data/images/coco2017/000000178618.jpg,an elephant is standing in a dirt field,An elephant is standing beside a dirt field,relations,34.02107620239258,33.37694549560547,0.6441307067871094,high_perf,Approve,
59,379.0,../VALSE_data/images/coco2017/000000491470.jpg,The road in the city is quiet and empty.,The road past the city is quiet and empty.,relations,24.85874366760254,24.093948364257812,0.7647953033447266,high_perf,Unsure,"Unclear what a ""road past the city"" would entail visually"
60,2540.0,../VALSE_data/images/swig/landing_31.jpg,An airplane lands on a runway.,A runway lands the airplane.,actions,29.017087936401367,29.441192626953125,-0.4241046905517578,low_perf,Reject,A runway cannot land an airplane.
61,2296.0,../VALSE_data/images/swig/nagging_109.jpg,A mother nags her child.,A child nags at a mother.,actions,20.46611213684082,24.332822799682617,-3.866710662841797,low_perf,Approve,
62,1331.0,../VALSE_data/images/swig/tilling_203.jpg,A farmer tills a tractor.,A farmer pilots a tractor.,actions,29.387908935546875,30.716049194335938,-1.3281402587890625,low_perf,Reject,Both are correct.
63,2087.0,../VALSE_data/images/swig/imitating_145.jpg,A child imitates such a woman.,A woman imitates such a child.,actions,25.88053321838379,26.139564514160156,-0.2590312957763672,low_perf,Reject,Neither caption nor foil corresponds clearly to the picture.
64,2416.0,../VALSE_data/images/swig/sniffing_223.jpg,A puppy sniffs the grass.,The grass sniff the puppy.,actions,27.919347763061523,27.94392967224121,-0.0245819091796875,low_perf,Reject,Foil is impossible.
65,1055.0,../VALSE_data/images/swig/counting_103.jpg,A person counts money.,A person pays money.,actions,25.482898712158203,25.80782699584961,-0.32492828369140625,low_perf,Reject,The person might be paying. Ambiguous.
66,2607.0,../VALSE_data/images/swig/pressing_303.jpg,A person presses an alarm.,An alarm presses on a person.,actions,30.436100006103516,30.383508682250977,0.05259132385253906,low_perf,Reject,An alarm pressing on a person is highly implausible.
67,1176.0,../VALSE_data/images/swig/teaching_172.jpg,A woman teaches a female child.,A woman provides a female child.,actions,22.18430519104004,23.217493057250977,-1.0331878662109375,low_perf,Reject,Foil is not semantically valid.
68,2113.0,../VALSE_data/images/swig/instructing_148.jpg,A teacher instructs a girl.,A girl instructs a teacher.,actions,26.94964599609375,28.06576156616211,-1.1161155700683594,low_perf,Reject,Not clear from the picture who is instructing whom (unless ignoring the photo and using the language as a guide).
69,2548.0,../VALSE_data/images/swig/landing_23.jpg,An airplane lands on a runway.,A runway lands the airplane.,actions,27.968080520629883,28.000953674316406,-0.03287315368652344,low_perf,Reject,A runway can't land an airplane.
70,2575.0,../VALSE_data/images/swig/chasing_345.jpg,A motorcyclist chases after a man.,A man chases after a motorcyclist.,actions,25.898073196411133,26.9746150970459,-1.0765419006347656,low_perf,Approve,
71,1881.0,../VALSE_data/images/swig/dialing_63.jpg,A person dials a telephone.,A telephone dials a person.,actions,28.882505416870117,28.787841796875,0.09466361999511719,low_perf,Reject,A telephone can't dial a person.
72,1571.0,../VALSE_data/images/swig/checking_288.jpg,A man checks the label.,A man tills the label.,actions,23.24032974243164,24.107467651367188,-0.8671379089355469,low_perf,Reject,"""Tilling the label"" is not semantically valid."
73,2629.0,../VALSE_data/images/swig/gnawing_122.jpg,A girl gnaws meat.,A meat gnaws girl.,actions,25.257896423339844,25.518831253051758,-0.26093482971191406,low_perf,Reject,The foil is implausible and disturbing.
74,1725.0,../VALSE_data/images/swig/complaining_6.jpg,A woman complains to a cockroach.,A cockroach complains to a woman.,actions,32.23877716064453,32.1578254699707,0.08095169067382812,low_perf,Reject,It's not clear who is complaining to whom.
75,2303.0,../VALSE_data/images/swig/bandaging_136.jpg,A teacher bandages a girl.,A girl bandages her teacher.,actions,30.615501403808594,31.45256233215332,-0.8370609283447266,low_perf,Approve,
76,2210.0,../VALSE_data/images/swig/training_228.jpg,A businesswoman trains a colleague.,A colleague trains as a businesswoman.,actions,22.064815521240234,22.840438842773438,-0.7756233215332031,low_perf,Unsure,Ambiguous.
77,1166.0,../VALSE_data/images/swig/buttoning_129.jpg,A man buttons up a sweater.,A man folds up a sweater.,actions,29.331573486328125,30.316926956176758,-0.9853534698486328,low_perf,Approve,
78,1536.0,../VALSE_data/images/swig/chewing_341.jpg,A dog chews a bone.,A dog tows a bone.,actions,30.11029052734375,30.389490127563477,-0.27919960021972656,low_perf,Approve,
79,2372.0,../VALSE_data/images/swig/parachuting_19.jpg,A man parachutes from a parachute.,A parachute parachutes on a man.,actions,31.884057998657227,31.99053382873535,-0.106475830078125,low_perf,Reject,A parachute can't parachute on a man.
80,1937.0,../VALSE_data/images/swig/talking_282.jpg,A woman talks to people.,The people talk to the people.,actions,23.985858917236328,22.374927520751953,1.610931396484375,medium_perf,Reject,Ambiguous. The second one also seems like a strange sentence.
81,1164.0,../VALSE_data/images/swig/biting_302.jpg,A man bites into a branch.,A man carves into a branch.,actions,32.05268096923828,30.51988983154297,1.5327911376953125,medium_perf,Approve,
82,1365.0,../VALSE_data/images/swig/instructing_82.jpg,A woman instructs a passenger.,A woman boards a passenger.,actions,30.214460372924805,28.651355743408203,1.5631046295166016,medium_perf,Approve,
83,2172.0,../VALSE_data/images/swig/riding_69.jpg,A man rids the statue.,A statue rids a man.,actions,25.26738166809082,24.171483993530273,1.0958976745605469,medium_perf,Reject,Neither caption nor foil makes sense
84,1938.0,../VALSE_data/images/swig/deflecting_190.jpg,A soccer player deflects a soccer ball.,A soccer ball deflects a soccer player.,actions,26.396148681640625,26.065204620361328,0.3309440612792969,medium_perf,Reject,A soccer ball can't deflect a player
85,2103.0,../VALSE_data/images/swig/phoning_180.jpg,A man phones a telephone.,A telephone phones a man.,actions,24.610698699951172,24.08974838256836,0.5209503173828125,medium_perf,Reject,A telephone can't phone a man
86,1145.0,../VALSE_data/images/swig/admiring_372.jpg,A woman admires a baby.,A woman kicks a baby.,actions,27.89557456970215,27.12839698791504,0.7671775817871094,medium_perf,Approve,
87,2208.0,../VALSE_data/images/swig/disembarking_3.jpg,A soldier disembarks a ship.,A ship disembarks a soldier.,actions,29.42050552368164,28.69133186340332,0.7291736602783203,medium_perf,Reject,Foil is semantically questionable.
88,2183.0,../VALSE_data/images/swig/leading_101.jpg,A soldier leads a troop.,A troop leads a soldier.,actions,22.975330352783203,22.18556022644043,0.7897701263427734,medium_perf,Reject,Foil is implausible/unclear.
89,2591.0,../VALSE_data/images/swig/subduing_201.jpg,A policeman subdues a man.,A man subdues a policeman.,actions,27.973003387451172,27.265460968017578,0.7075424194335938,medium_perf,Approve,
90,2173.0,../VALSE_data/images/swig/skipping_116.jpg,A woman skips down a jump rope.,A jump rope skips toward the woman.,actions,33.86003112792969,32.19913864135742,1.6608924865722656,medium_perf,Reject,A jump rope can't skip on its own
91,2274.0,../VALSE_data/images/swig/nipping_79.jpg,A dog nips its owner.,An owner nips the dog.,actions,27.192419052124023,25.38776969909668,1.8046493530273438,medium_perf,Unsure,Foil is implausible but not impossible
92,1953.0,../VALSE_data/images/swig/kicking_339.jpg,A man kicks a sandbag.,A sandbag kicks a man.,actions,26.88999366760254,25.953458786010742,0.9365348815917969,medium_perf,Reject,A sandbag can't kick
93,1698.0,../VALSE_data/images/swig/peeing_5.jpg,A dog pees on a fireplug.,A fireplug pees the dog.,actions,37.57850646972656,35.9856071472168,1.5928993225097656,medium_perf,Reject,Foil is semantically invalid
94,1754.0,../VALSE_data/images/swig/flexing_148.jpg,A man flexes his torso.,A torso flexes like a man.,actions,26.968130111694336,25.6307315826416,1.3373985290527344,medium_perf,Reject,Foil is semantically invalid.
95,2473.0,../VALSE_data/images/swig/peeing_115.jpg,A woman pees into a toilet.,A toilet pees on a woman.,actions,25.88199234008789,24.06841468811035,1.813577651977539,medium_perf,Reject,A toilet can't pee. Invalid foil
96,1275.0,../VALSE_data/images/swig/driving_87.jpg,A person drives a boat.,A person boards a boat.,actions,27.10451316833496,26.19379997253418,0.9107131958007812,medium_perf,Approve,
97,1488.0,../VALSE_data/images/swig/chasing_263.jpg,A man chases after a male child.,A man claws after a male child.,actions,27.738269805908203,26.83597183227539,0.9022979736328125,medium_perf,Approve,
98,2604.0,../VALSE_data/images/swig/stumbling_29.jpg,A man stumbles down the stairs.,The stairs stumble over a man.,actions,28.375991821289062,27.47035026550293,0.9056415557861328,medium_perf,Reject,Stairs can't stumble
99,2526.0,../VALSE_data/images/swig/punching_28.jpg,A woman punches a man.,A man punches a woman.,actions,28.269092559814453,27.703611373901367,0.5654811859130859,medium_perf,Approve,
100,1895.0,../VALSE_data/images/swig/punting_196.jpg,A football player punts a football.,A football punts a football player.,actions,30.353158950805664,27.586669921875,2.766489028930664,high_perf,Reject,A ball can't punt a player. Invalid
101,1720.0,../VALSE_data/images/swig/carving_74.jpg,A person carves wood.,A wood carves a person.,actions,27.38336181640625,23.706146240234375,3.677215576171875,high_perf,Reject,Foil is invalid
102,1183.0,../VALSE_data/images/swig/stretching_291.jpg,A person stretches their neck.,A person checks their neck.,actions,32.0153694152832,29.466201782226562,2.5491676330566406,high_perf,Approve,
103,1061.0,../VALSE_data/images/swig/kneading_7.jpg,A woman kneads dough.,A woman bakes dough.,actions,36.77122116088867,34.37335205078125,2.397869110107422,high_perf,Approve,
104,2385.0,../VALSE_data/images/swig/stumbling_44.jpg,A woman stumbles onto the ground.,A ground stumbles behind the woman.,actions,25.890310287475586,21.33353614807129,4.556774139404297,high_perf,Reject,A ground can't stumble
105,2559.0,../VALSE_data/images/swig/baking_113.jpg,An old man bakes his bread.,A bread bakes for an old man.,actions,29.097787857055664,25.75614356994629,3.341644287109375,high_perf,Reject,"Foil is invalid as bread baking ""for"" a person is implausible. The picture is also very ambiguous in the context of the captions."
106,1190.0,../VALSE_data/images/swig/punting_194.jpg,A football player punts a football.,A football player drives a football.,actions,29.206117630004883,25.11829948425293,4.087818145751953,high_perf,Reject,Punt - drive distinction unclear in the context of the photo.
107,1246.0,../VALSE_data/images/swig/lecturing_284.jpg,A woman lectures people.,A woman reads people.,actions,25.53518295288086,22.841655731201172,2.6935272216796875,high_perf,Unsure,"""Reading people"" is a confusing phrase as a description of a photo."
108,1580.0,../VALSE_data/images/swig/communicating_34.jpg,A woman communicates with another woman.,A woman camps with another woman.,actions,30.485624313354492,26.308246612548828,4.177377700805664,high_perf,Approve,
109,1136.0,../VALSE_data/images/swig/foraging_17.jpg,A man forages for a flower.,A man asks for a flower.,actions,29.44498062133789,23.887189865112305,5.557790756225586,high_perf,Approve,
110,1595.0,../VALSE_data/images/swig/licking_291.jpg,A cow licks its fur.,A cow wrinkles its fur.,actions,33.204254150390625,28.8586368560791,4.345617294311523,high_perf,Approve,
111,2560.0,../VALSE_data/images/swig/urinating_136.jpg,A dog urinates in the grass.,The grass urinate like a dog.,actions,29.21404457092285,27.205446243286133,2.0085983276367188,high_perf,Reject,Grass can't urinate.
112,1189.0,../VALSE_data/images/swig/scolding_30.jpg,A girl scolds a male child.,A girl guards a male child.,actions,29.836444854736328,27.53563690185547,2.3008079528808594,high_perf,Approve,
113,1346.0,../VALSE_data/images/swig/urinating_72.jpg,A dog urinates under a tree.,A dog slips under a tree.,actions,28.47356414794922,26.604663848876953,1.8689002990722656,high_perf,Approve,
114,1412.0,../VALSE_data/images/swig/packaging_189.jpg,A young buck packages up a broom.,A young buck heaves up a broom.,actions,27.694311141967773,22.85917854309082,4.835132598876953,high_perf,Approve,
115,1550.0,../VALSE_data/images/swig/chasing_258.jpg,A hunter chases after a American bison.,A hunter forags after a American bison.,actions,37.3720817565918,35.01313781738281,2.3589439392089844,high_perf,Reject,Foraging after a bison is semantically almost invalid.
116,1783.0,../VALSE_data/images/swig/tugging_29.jpg,A person tugs a power cord.,A power cord tugs on a person.,actions,24.806142807006836,22.592256546020508,2.213886260986328,high_perf,Reject,A power cord can't tug.
117,1206.0,../VALSE_data/images/swig/coaching_90.jpg,A woman coaches people.,A woman reads people.,actions,28.184358596801758,18.20162010192871,9.982738494873047,high_perf,Unsure,"Unclear what ""reading people"" would mean in this context."
118,2506.0,../VALSE_data/images/swig/leading_42.jpg,A woman leads a parade.,A parade leads to a woman.,actions,28.277996063232422,25.92339324951172,2.354602813720703,high_perf,Reject,Foil is highly implausible/confusing.
119,,,,,,,,,,Reject,Foil is highly implausible/confusing.
